20
100 9900
24 55 504
24 56 777
24 57 452
24 58 468
24 59 981
24 60 522
24 61 739
24 62 300
24 63 619
24 64 268
24 65 814
24 66 121
24 67 149
24 68 372
24 69 678
24 70 413
24 71 335
24 72 567
24 73 805
24 74 882
24 75 621
24 76 826
24 77 986
24 78 96
24 79 490
24 80 881
24 81 813
24 82 116
24 83 243
24 84 339
24 85 181
24 86 1
24 87 848
24 88 363
24 89 955
24 90 898
24 91 905
24 92 122
24 93 487
24 94 995
24 95 123
24 96 893
24 97 558
24 98 87
24 99 417
24 100 177
25 1 82
25 2 340
25 3 146
25 4 39
25 5 863
25 6 97
25 7 318
25 8 109
25 9 140
25 10 218
25 11 568
25 12 842
25 13 166
25 14 195
25 15 343
25 16 402
25 17 149
25 18 8
25 19 490
25 20 223
25 21 531
25 22 335
25 23 605
25 24 596
25 26 397
25 27 921
25 28 454
25 29 28
25 30 258
25 31 85
25 32 995
25 33 945
25 34 635
25 35 586
25 36 533
25 37 121
25 38 31
25 39 271
25 40 557
25 41 330
25 42 561
25 43 300
25 44 255
25 45 122
25 46 121
25 47 803
25 48 825
25 49 190
25 50 561
25 51 627
25 52 156
25 53 330
25 54 255
25 55 622
25 56 416
25 57 750
25 58 932
25 59 360
25 60 680
25 61 563
25 62 768
25 63 227
25 64 271
25 65 586
25 66 676
25 67 967
25 68 820
25 69 60
25 70 970
25 71 104
25 72 219
25 73 50
25 74 748
25 75 330
25 76 841
25 77 344
25 78 30
25 79 430
25 80 100
25 81 658
25 82 890
25 83 473
25 84 298
25 85 806
25 86 338
25 87 285
25 88 989
25 89 403
25 90 706
25 91 567
25 92 544
25 93 418
25 94 595
25 95 837
25 96 816
25 97 195
25 98 424
25 99 424
25 100 826
26 1 999
26 2 606
26 3 591
26 4 164
26 5 802
26 6 707
26 7 781
26 8 694
26 9 88
26 10 106
26 11 123
26 12 511
26 13 525
26 14 750
26 15 442
26 16 421
26 17 578
26 18 834
26 19 527
26 20 279
26 21 256
26 22 97
26 23 427
26 24 730
26 25 484
26 27 5
26 28 201
26 29 419
26 30 665
26 31 392
26 32 845
26 33 732
26 34 200
26 35 152
26 36 462
26 37 219
26 38 498
26 39 39
26 40 332
26 41 433
26 42 433
26 43 810
26 44 302
26 45 897
26 46 800
26 47 928
26 48 384
26 49 532
26 50 180
26 51 819
26 52 324
26 53 150
26 54 159
26 55 646
26 56 157
26 57 577
26 58 540
26 59 156
26 60 422
26 61 575
26 62 776
26 63 671
26 64 510
26 65 745
26 66 823
26 67 431
26 68 413
26 69 966
26 70 856
26 71 664
26 72 517
26 73 591
26 74 280
26 75 20
26 76 577
26 77 249
26 78 675
26 79 921
26 80 690
26 81 960
26 82 534
26 83 387
26 84 306
26 85 362
26 86 639
26 87 584
26 88 650
26 89 607
26 90 637
26 91 458
26 92 357
26 93 158
26 94 164
26 95 284
26 96 90
26 97 901
26 98 747
26 99 506
26 100 681
27 1 839
27 2 110
27 3 694
27 4 946
27 5 122
27 6 100
27 7 282
27 8 333
27 9 318
27 10 197
27 11 596
27 12 570
27 13 89
27 14 956
27 15 131
27 16 279
27 17 900
27 18 910
27 19 890
27 20 50
27 21 687
27 22 297
27 23 566
27 24 227
27 25 62
27 26 523
27 28 891
27 29 619
27 30 263
27 31 260
27 32 771
27 33 882
27 34 346
27 35 33
27 36 823
27 37 183
27 38 784
27 39 322
27 40 63
27 41 370
27 42 1
27 43 262
27 44 81
27 45 182
27 46 430
27 47 322
27 48 640
27 49 626
27 50 60
27 51 216
27 52 586
27 53 635
27 54 570
27 55 485
27 56 553
27 57 864
27 58 432
27 59 327
27 60 670
27 61 580
27 62 531
27 63 104
27 64 511
27 65 367
27 66 31
27 67 1000
27 68 808
27 69 17
27 70 627
27 71 880
27 72 528
27 73 221
27 74 823
27 75 880
27 76 491
27 77 761
27 78 671
27 79 908
27 80 148
27 81 781
27 82 409
27 83 154
27 84 989
27 85 327
27 86 308
27 87 228
27 88 358
27 89 651
27 90 279
27 91 169
27 92 942
27 93 803
27 94 119
27 95 901
27 96 394
27 97 700
27 98 974
27 99 716
27 100 662
28 1 189
28 2 638
28 3 890
28 4 608
28 5 777
28 6 596
28 7 700
28 8 861
28 9 184
28 10 101
28 11 277
28 12 784
28 13 145
28 14 232
28 15 669
28 16 722
28 17 679
28 18 515
28 19 327
28 20 818
28 21 291
28 22 689
28 23 755
28 24 348
28 25 352
28 26 99
28 27 293
28 29 330
28 30 971
28 31 631
28 32 837
28 33 427
28 34 25
28 35 268
28 36 609
28 37 784
28 38 115
28 39 343
28 40 937
28 41 582
28 42 150
28 43 673
28 44 501
28 45 986
28 46 621
28 47 892
28 48 516
28 49 656
28 50 190
28 51 710
28 52 89
28 53 986
28 54 477
28 55 720
28 56 558
28 57 690
28 58 190
28 59 524
28 60 572
28 61 962
28 62 750
28 63 364
28 64 138
28 65 727
28 66 304
28 67 627
28 68 74
28 69 971
28 70 387
28 71 405
28 72 582
28 73 584
28 74 506
28 75 606
28 76 722
28 77 831
28 78 537
28 79 978
28 80 290
28 81 493
28 82 484
28 83 50
28 84 350
28 85 646
28 86 638
28 87 523
28 88 658
28 89 711
28 90 948
28 91 386
28 92 258
28 93 998
28 94 894
28 95 297
28 96 384
28 97 821
28 98 747
28 99 338
28 100 492
29 1 590
29 2 983
29 3 44
29 4 226
29 5 918
29 6 890
29 7 502
29 8 871
29 9 945
29 10 813
29 11 692
29 12 999
29 13 645
29 14 238
29 15 689
29 16 248
29 17 799
29 18 660
29 19 123
29 20 412
29 21 816
29 22 469
29 23 18
29 24 803
29 25 940
29 26 57
29 27 362
29 28 585
29 30 549
29 31 595
29 32 99
29 33 231
29 34 698
29 35 899
29 36 548
29 37 854
29 38 990
29 39 304
29 40 309
29 41 390
29 42 535
29 43 265
29 44 990
29 45 90
29 46 530
29 47 680
29 48 562
29 49 975
29 50 273
29 51 395
29 52 954
29 53 633
29 54 848
29 55 697
29 56 427
29 57 93
29 58 465
29 59 717
29 60 32
29 61 987
29 62 201
29 63 518
29 64 786
29 65 304
29 66 218
29 67 672
29 68 59
29 69 609
29 70 430
29 71 661
29 72 329
29 73 354
29 74 667
29 75 18
29 76 456
29 77 302
29 78 902
29 79 602
29 80 6
29 81 585
29 82 825
29 83 151
29 84 943
29 85 196
29 86 639
29 87 204
29 88 95
29 89 771
29 90 193
29 91 753
29 92 799
29 93 103
29 94 421
29 95 198
29 96 617
29 97 671
29 98 342
29 99 190
29 100 446
30 1 514
30 2 411
30 3 285
30 4 769
30 5 196
30 6 791
30 7 466
30 8 834
30 9 925
30 10 704
30 11 364
30 12 86
30 13 383
30 14 205
30 15 399
30 16 217
30 17 361
30 18 942
30 19 772
30 20 869
30 21 312
30 22 938
30 23 763
30 24 255
30 25 76
30 26 402
30 27 212
30 28 369
30 29 255
30 31 63
30 32 541
30 33 815
30 34 737
30 35 841
30 36 207
30 37 155
30 38 460
30 39 672
30 40 661
30 41 979
30 42 746
30 43 259
30 44 970
30 45 852
30 46 711
30 47 63
30 48 806
30 49 625
30 50 894
30 51 372
30 52 91
30 53 855
30 54 266
30 55 1000
30 56 450
30 57 798
30 58 260
30 59 580
30 60 318
30 61 409
30 62 923
30 63 786
30 64 520
30 65 747
30 66 982
30 67 962
30 68 289
30 69 632
30 70 207
30 71 537
30 72 775
30 73 169
30 74 131
30 75 637
30 76 398
30 77 295
30 78 489
30 79 369
30 80 859
30 81 198
30 82 517
30 83 776
30 84 821
30 85 149
30 86 976
30 87 108
30 88 410
30 89 36
30 90 207
30 91 222
30 92 508
30 93 365
30 94 257
30 95 456
30 96 861
30 97 703
30 98 841
30 99 612
30 100 302
31 1 117
31 2 615
31 3 664
31 4 621
31 5 403
31 6 182
31 7 358
31 8 526
31 9 640
31 10 326
31 11 365
31 12 199
31 13 129
31 14 670
31 15 528
31 16 877
31 17 242
31 18 825
31 19 525
31 20 219
31 21 341
31 22 390
31 23 186
31 24 68
31 25 9
31 26 193
31 27 921
31 28 482
31 29 370
31 30 251
31 32 562
31 33 782
31 34 81
31 35 462
31 36 834
31 37 587
31 38 232
31 39 523
31 40 52
31 41 254
31 42 956
31 43 283
31 44 721
31 45 601
31 46 77
31 47 420
31 48 238
31 49 822
31 50 436
31 51 406
31 52 853
31 53 63
31 54 566
31 55 181
31 56 690
31 57 193
31 58 851
31 59 591
31 60 101
31 61 513
31 62 126
31 63 609
31 64 110
31 65 448
31 66 589
31 67 911
31 68 590
31 69 77
31 70 963
31 71 219
31 72 187
31 73 641
31 74 756
31 75 557
31 76 577
31 77 712
31 78 411
31 79 856
31 80 171
31 81 611
31 82 466
31 83 710
31 84 610
31 85 484
31 86 779
31 87 445
31 88 662
31 89 748
31 90 828
31 91 93
31 92 640
31 93 335
31 94 858
31 95 340
31 96 733
31 97 182
31 98 164
31 99 930
31 100 416
32 1 342
32 2 845
32 3 872
32 4 869
32 5 73
32 6 644
32 7 860
32 8 37
32 9 363
32 10 553
32 11 232
32 12 32
32 13 624
32 14 698
32 15 798
32 16 194
32 17 313
32 18 591
32 19 714
32 20 355
32 21 800
32 22 445
32 23 888
32 24 401
32 25 920
32 26 977
32 27 690
32 28 939
32 29 896
32 30 361
32 31 586
32 33 82
32 34 967
32 35 398
32 36 164
32 37 554
32 38 177
32 39 225
32 40 606
32 41 805
32 42 939
32 43 515
32 44 596
32 45 221
32 46 686
32 47 767
32 48 281
32 49 926
32 50 842
32 51 775
32 52 383
32 53 850
32 54 74
32 55 762
32 56 254
32 57 861
32 58 378
32 59 575
32 60 254
32 61 951
32 62 182
32 63 563
32 64 61
32 65 409
32 66 339
32 67 220
32 68 657
32 69 982
32 70 837
32 71 196
32 72 843
32 73 772
32 74 775
32 75 966
32 76 965
32 77 398
32 78 43
32 79 459
32 80 911
32 81 718
32 82 235
32 83 230
32 84 106
32 85 173
32 86 90
32 87 998
32 88 535
32 89 33
32 90 864
32 91 863
32 92 901
32 93 96
32 94 210
32 95 375
32 96 788
32 97 422
32 98 103
32 99 297
32 100 528
33 1 804
33 2 313
33 3 902
33 4 183
33 5 792
33 6 125
33 7 393
33 8 689
33 9 358
33 10 245
33 11 195
33 12 757
33 13 547
33 14 89
33 15 466
33 16 163
33 17 493
33 18 763
33 19 781
33 20 583
33 21 194
33 22 278
33 23 557
33 24 182
33 25 767
33 26 906
33 27 190
33 28 845
33 29 265
33 30 157
33 31 588
33 32 348
33 34 232
33 35 437
33 36 189
33 37 619
33 38 859
33 39 447
33 40 30
33 41 668
33 42 879
33 43 536
33 44 315
33 45 815
33 46 485
33 47 390
33 48 814
33 49 454
33 50 658
33 51 662
33 52 863
33 53 769
33 54 336
33 55 127
33 56 832
33 57 202
33 58 686
33 59 274
33 60 490
33 61 379
33 62 123
33 63 255
33 64 589
33 65 983
33 66 105
33 67 422
33 68 990
33 69 473
33 70 72
33 71 722
33 72 286
33 73 740
33 74 999
33 75 257
33 76 575
33 77 104
33 78 341
33 79 569
33 80 967
33 81 35
33 82 91
33 83 685
33 84 219
33 85 416
33 86 665
33 87 442
33 88 338
33 89 240
33 90 575
33 91 150
33 92 566
33 93 623
33 94 650
33 95 515
33 96 202
33 97 772
33 98 465
33 99 264
33 100 171
34 1 194
34 2 357
34 3 808
34 4 78
34 5 431
34 6 280
34 7 453
34 8 904
34 9 283
34 10 548
34 11 249
34 12 913
34 13 508
34 14 804
34 15 158
34 16 664
34 17 813
34 18 429
34 19 342
34 20 468
34 21 404
34 22 443
34 23 51
34 24 774
34 25 855
34 26 581
34 27 887
34 28 623
34 29 434
34 30 97
34 31 4
34 32 28
34 33 83
34 35 661
34 36 837
34 37 588
34 38 819
34 39 22
34 40 246
34 41 737
34 42 544
34 43 473
34 44 3
34 45 114
34 46 189
34 47 40
34 48 718
34 49 943
34 50 705
34 51 122
34 52 793
34 53 892
34 54 20
34 55 153
34 56 251
34 57 182
34 58 153
34 59 455
34 60 958
34 61 288
34 62 295
34 63 117
34 64 767
34 65 194
34 66 200
34 67 28
34 68 852
34 69 364
34 70 903
34 71 595
34 72 791
34 73 502
34 74 273
34 75 793
34 76 33
34 77 160
34 78 188
34 79 26
34 80 189
34 81 362
34 82 940
34 83 870
34 84 437
34 85 766
34 86 795
34 87 608
34 88 711
34 89 298
34 90 970
34 91 15
34 92 507
34 93 382
34 94 257
34 95 261
34 96 458
34 97 483
34 98 225
34 99 93
34 100 259
35 1 607
35 2 1
35 3 335
35 4 461
35 5 6
35 6 449
35 7 831
35 8 518
35 9 685
35 10 975
35 11 309
35 12 414
35 13 897
35 14 987
35 15 73
35 16 692
35 17 213
35 18 78
35 19 290
35 20 70
35 21 870
35 22 276
35 23 278
35 24 720
35 25 629
35 26 446
35 27 943
35 28 655
35 29 608
35 30 743
35 31 558
35 32 846
35 33 15
35 34 854
35 36 821
35 37 423
35 38 848
35 39 125
35 40 301
35 41 746
35 42 53
35 43 334
35 44 848
35 45 828
35 46 144
35 47 521
35 48 965
35 49 333
35 50 407
35 51 359
35 52 137
35 53 862
35 54 401
35 55 179
35 56 298
35 57 772
35 58 826
35 59 182
35 60 629
35 61 444
35 62 93
35 63 719
35 64 471
35 65 499
35 66 147
35 67 474
35 68 722
35 69 762
35 70 479
35 71 340
35 72 314
35 73 205
35 74 931
35 75 81
35 76 575
35 77 983
35 78 493
35 79 244
35 80 212
35 81 911
35 82 879
35 83 7
35 84 796
35 85 538
35 86 573
35 87 795
35 88 558
35 89 163
35 90 320
35 91 198
35 92 591
35 93 213
35 94 732
35 95 312
35 96 481
35 97 216
35 98 931
35 99 479
35 100 732
36 1 290
36 2 333
36 3 845
36 4 299
36 5 457
36 6 360
36 7 174
36 8 23
36 9 341
36 10 857
36 11 14
36 12 107
36 13 144
36 14 43
36 15 61
36 16 430
36 17 615
36 18 176
36 19 605
36 20 861
36 21 65
36 22 130
36 23 726
36 24 711
36 25 247
36 26 92
36 27 531
36 28 64
36 29 215
36 30 139
36 31 338
36 32 801
36 33 105
36 34 825
36 35 425
36 37 816
36 38 433
36 39 493
36 40 600
36 41 645
36 42 292
36 43 773
36 44 232
36 45 597
36 46 405
36 47 507
36 48 40
36 49 405
36 50 167
36 51 635
36 52 622
36 53 474
36 54 132
36 55 214
36 56 751
36 57 712
36 58 618
36 59 288
36 60 201
36 61 601
36 62 441
36 63 93
36 64 620
36 65 459
36 66 280
36 67 959
36 68 267
36 69 366
36 70 463
36 71 870
36 72 508
36 73 95
36 74 980
36 75 253
36 76 647
36 77 937
36 78 902
36 79 666
36 80 463
36 81 627
36 82 26
36 83 772
36 84 125
36 85 525
36 86 111
36 87 44
36 88 183
36 89 697
36 90 173
36 91 896
36 92 948
36 93 106
36 94 759
36 95 17
36 96 461
36 97 12
36 98 674
36 99 68
36 100 370
37 1 301
37 2 929
37 3 593
37 4 896
37 5 543
37 6 764
37 7 488
37 8 139
37 9 444
37 10 200
37 11 284
37 12 125
37 13 452
37 14 852
37 15 745
37 16 810
37 17 709
37 18 594
37 19 915
37 20 607
37 21 195
37 22 103
37 23 187
37 24 553
37 25 956
37 26 419
37 27 156
37 28 755
37 29 236
37 30 184
37 31 924
37 32 452
37 33 167
37 34 939
37 35 413
37 36 102
37 38 557
37 39 926
37 40 546
37 41 818
37 42 558
37 43 154
37 44 349
37 45 556
37 46 948
37 47 19
37 48 259
37 49 652
37 50 762
37 51 591
37 52 279
37 53 322
37 54 563
37 55 217
37 56 479
37 57 496
37 58 409
37 59 506
37 60 14
37 61 192
37 62 976
37 63 884
37 64 28
37 65 626
37 66 432
37 67 884
37 68 553
37 69 973
37 70 227
37 71 498
37 72 782
37 73 233
37 74 415
37 75 472
37 76 412
37 77 99
37 78 181
37 79 112
37 80 712
37 81 589
37 82 700
37 83 465
37 84 785
37 85 365
37 86 223
37 87 684
37 88 334
37 89 751
37 90 536
37 91 262
37 92 829
37 93 122
37 94 56
37 95 661
37 96 321
37 97 543
37 98 480
37 99 379
37 100 360
38 1 421
38 2 859
38 3 565
38 4 68
38 5 293
38 6 620
38 7 886
38 8 349
38 9 417
38 10 272
38 11 176
38 12 410
38 13 232
38 14 411
38 15 381
38 16 63
38 17 233
38 18 125
38 19 757
38 20 69
38 21 28
38 22 866
38 23 265
38 24 106
38 25 662
38 26 485
38 27 913
38 28 863
38 29 182
38 30 132
38 31 189
38 32 205
38 33 691
38 34 116
38 35 68
38 36 314
38 37 722
38 39 45
38 40 236
38 41 908
38 42 704
38 43 523
38 44 955
38 45 194
38 46 128
38 47 203
38 48 358
38 49 792
38 50 448
38 51 160
38 52 404
38 53 817
38 54 139
38 55 360
38 56 6
38 57 615
38 58 494
38 59 198
38 60 822
38 61 742
38 62 669
38 63 122
38 64 784
38 65 945
38 66 533
38 67 71
38 68 799
38 69 566
38 70 56
38 71 406
38 72 935
38 73 723
38 74 524
38 75 363
38 76 133
38 77 854
38 78 837
38 79 756
38 80 842
38 81 527
38 82 416
38 83 949
38 84 700
38 85 401
38 86 768
38 87 985
38 88 434
38 89 960
38 90 805
38 91 738
38 92 820
38 93 96
38 94 789
38 95 416
38 96 242
38 97 696
38 98 590
38 99 251
38 100 945
39 1 845
39 2 977
39 3 389
39 4 145
39 5 322
39 6 126
39 7 802
39 8 346
39 9 915
39 10 916
39 11 422
39 12 513
39 13 753
39 14 244
39 15 431
39 16 970
39 17 765
39 18 772
39 19 109
39 20 651
39 21 953
39 22 169
39 23 596
39 24 352
39 25 734
39 26 122
39 27 847
39 28 163
39 29 611
39 30 801
39 31 135
39 32 249
39 33 160
39 34 333
39 35 152
39 36 894
39 37 495
39 38 375
39 40 972
39 41 529
39 42 997
39 43 764
39 44 548
39 45 590
39 46 229
39 47 160
39 48 494
39 49 420
39 50 494
39 51 255
39 52 480
39 53 638
39 54 210
39 55 106
39 56 323
39 57 544
39 58 215
39 59 644
39 60 365
39 61 282
39 62 652
39 63 424
39 64 970
39 65 18
39 66 506
39 67 813
39 68 348
39 69 523
39 70 383
39 71 363
39 72 433
39 73 644
39 74 255
39 75 532
39 76 751
39 77 448
39 78 958
39 79 319
39 80 26
39 81 643
39 82 340
39 83 152
39 84 752
39 85 913
39 86 439
39 87 193
39 88 669
39 89 660
39 90 15
39 91 187
39 92 719
39 93 310
39 94 304
39 95 910
39 96 362
39 97 817
39 98 999
39 99 27
39 100 636
40 1 237
40 2 651
40 3 700
40 4 814
40 5 783
40 6 673
40 7 871
40 8 105
40 9 628
40 10 632
40 11 336
40 12 832
40 13 215
40 14 222
40 15 404
40 16 196
40 17 647
40 18 457
40 19 649
40 20 239
40 21 207
40 22 94
40 23 784
40 24 918
40 25 516
40 26 259
40 27 357
40 28 96
40 29 244
40 30 855
40 31 880
40 32 643
40 33 595
40 34 254
40 35 814
40 36 654
40 37 955
40 38 508
40 39 230
40 41 853
40 42 79
40 43 599
40 44 138
40 45 595
40 46 343
40 47 533
40 48 23
40 49 510
40 50 734
40 51 178
40 52 895
40 53 581
40 54 820
40 55 964
40 56 547
40 57 543
40 58 231
40 59 24
40 60 600
40 61 116
40 62 422
40 63 759
40 64 47
40 65 603
40 66 673
40 67 909
40 68 245
40 69 132
40 70 50
40 71 926
40 72 964
40 73 632
40 74 381
40 75 88
40 76 79
40 77 507
40 78 752
40 79 271
40 80 559
40 81 163
40 82 520
40 83 272
40 84 692
40 85 487
40 86 403
40 87 437
40 88 497
40 89 241
40 90 681
40 91 523
40 92 636
40 93 723
40 94 119
40 95 605
40 96 735
40 97 687
40 98 355
40 99 841
40 100 42
41 1 515
41 2 209
41 3 441
41 4 450
41 5 129
41 6 107
41 7 562
41 8 422
41 9 719
41 10 929
41 11 133
41 12 852
41 13 129
41 14 313
41 15 903
41 16 613
41 17 459
41 18 739
41 19 77
41 20 943
41 21 663
41 22 957
41 23 452
41 24 898
41 25 394
41 26 97
41 27 463
41 28 584
41 29 437
41 30 786
41 31 316
41 32 766
41 33 584
41 34 171
41 35 54
41 36 144
41 37 705
41 38 19
41 39 386
41 40 945
41 42 632
41 43 295
41 44 830
41 45 184
41 46 111
41 47 31
41 48 277
41 49 878
41 50 460
41 51 431
41 52 656
41 53 69
41 54 293
41 55 775
41 56 232
41 57 305
41 58 491
41 59 741
41 60 791
41 61 124
41 62 640
41 63 821
41 64 514
41 65 394
41 66 852
41 67 731
41 68 732
41 69 16
41 70 818
41 71 214
41 72 674
41 73 604
41 74 344
41 75 186
41 76 957
41 77 290
41 78 69
41 79 312
41 80 750
41 81 49
41 82 273
41 83 312
41 84 551
41 85 922
41 86 992
41 87 109
41 88 640
41 89 519
41 90 945
41 91 590
41 92 531
41 93 110
41 94 465
41 95 928
41 96 5
41 97 945
41 98 306
41 99 863
41 100 462
42 1 688
42 2 101
42 3 51
42 4 526
42 5 739
42 6 148
42 7 780
42 8 932
42 9 241
42 10 615
42 11 534
42 12 913
42 13 41
42 14 514
42 15 708
42 16 163
42 17 651
42 18 475
42 19 127
42 20 723
42 21 70
42 22 318
42 23 713
42 24 778
42 25 365
42 26 909
42 27 336
42 28 630
42 29 736
42 30 533
42 31 732
42 32 145
42 33 931
42 34 681
42 35 773
42 36 805
42 37 461
42 38 913
42 39 558
42 40 962
42 41 44
42 43 288
42 44 454
42 45 12
42 46 790
42 47 920
42 48 696
42 49 53
42 50 423
42 51 477
42 52 241
42 53 513
42 54 93
42 55 558
42 56 839
42 57 480
42 58 517
42 59 346
42 60 207
42 61 679
42 62 411
42 63 94
42 64 792
42 65 200
42 66 654
42 67 783
42 68 186
42 69 470
42 70 923
42 71 110
42 72 610
42 73 950
42 74 874
42 75 303
42 76 365
42 77 277
42 78 937
42 79 290
42 80 707
42 81 721
42 82 934
42 83 272
42 84 856
42 85 942
42 86 53
42 87 103
42 88 916
42 89 327
42 90 179
42 91 108
42 92 61
42 93 102
42 94 226
42 95 716
42 96 690
42 97 9
42 98 441
42 99 54
42 100 652
43 1 493
43 2 73
43 3 899
43 4 93
43 5 250
43 6 429
43 7 549
43 8 427
43 9 242
43 10 215
43 11 523
43 12 344
43 13 952
43 14 436
43 15 718
43 16 312
43 17 84
43 18 316
43 19 103
43 20 54
43 21 433
43 22 726
43 23 434
43 24 677
43 25 503
43 26 150
43 27 395
43 28 590
43 29 942
43 30 835
43 31 67
43 32 336
43 33 403
43 34 969
43 35 321
43 36 436
43 37 750
43 38 640
43 39 476
43 40 87
43 41 182
43 42 669
43 44 126
43 45 581
43 46 107
43 47 66
43 48 120
43 49 222
43 50 912
43 51 559
43 52 485
43 53 781
43 54 314
43 55 402
43 56 296
43 57 526
43 58 767
43 59 783
43 60 908
43 61 479
43 62 516
43 63 543
43 64 557
43 65 578
43 66 722
43 67 50
43 68 8
43 69 89
43 70 906
43 71 920
43 72 922
43 73 746
43 74 331
43 75 187
43 76 860
43 77 868
43 78 785
43 79 93
43 80 922
43 81 699
43 82 418
43 83 568
43 84 770
43 85 22
43 86 218
43 87 705
43 88 351
43 89 734
43 90 933
43 91 485
43 92 721
43 93 729
43 94 935
43 95 737
43 96 861
43 97 198
43 98 751
43 99 486
43 100 675
44 1 703
44 2 120
44 3 993
44 4 247
44 5 906
44 6 486
44 7 990
44 8 642
44 9 397
44 10 871
44 11 551
44 12 163
44 13 55
44 14 373
44 15 818
44 16 982
44 17 671
44 18 369
44 19 445
44 20 392
44 21 484
44 22 320
44 23 186
44 24 371
44 25 927
44 26 519
44 27 669
44 28 322
44 29 314
44 30 517
44 31 363
44 32 55
44 33 842
44 34 133
44 35 6
44 36 741
44 37 481
44 38 457
44 39 819
44 40 696
44 41 101
44 42 946
44 43 835
44 45 313
44 46 427
44 47 17
44 48 733
44 49 644
44 50 969
44 51 411
44 52 915
44 53 868
44 54 581
44 55 746
44 56 133
44 57 94
44 58 567
44 59 595
44 60 484
44 61 68
44 62 92
44 63 373
44 64 730
44 65 210
44 66 74
44 67 493
44 68 393
44 69 128
44 70 440
44 71 430
44 72 683
44 73 883
44 74 199
44 75 904
44 76 959
44 77 787
44 78 258
44 79 665
44 80 142
44 81 818
44 82 229
44 83 757
44 84 592
44 85 777
44 86 143
44 87 600
44 88 792
44 89 523
44 90 605
44 91 350
44 92 91
44 93 722
44 94 798
44 95 415
44 96 138
44 97 264
44 98 749
44 99 103
44 100 194
45 1 602
45 2 780
45 3 445
45 4 793
45 5 184
45 6 95
45 7 370
45 8 574
45 9 215
45 10 670
45 11 371
45 12 56
45 13 610
45 14 164
45 15 699
45 16 645
45 17 99
45 18 163
45 19 831
45 20 289
45 21 5
45 22 418
45 23 956
45 24 879
45 25 520
45 26 584
45 27 250
45 28 819
45 29 358
45 30 23
45 31 78
45 32 305
45 33 461
45 34 643
45 35 51
45 36 949
45 37 372
45 38 396
45 39 664
45 40 559
45 41 974
45 42 338
45 43 119
45 44 273
45 46 852
45 47 564
45 48 311
45 49 782
45 50 613
45 51 465
45 52 439
45 53 826
45 54 894
45 55 125
45 56 474
45 57 727
45 58 453
45 59 840
45 60 280
45 61 822
45 62 375
45 63 488
45 64 315
45 65 47
45 66 796
45 67 81
45 68 567
45 69 614
45 70 863
45 71 561
45 72 678
45 73 270
45 74 266
45 75 851
45 76 263
45 77 468
45 78 824
45 79 731
45 80 722
45 81 508
45 82 969
45 83 431
45 84 493
45 85 644
45 86 532
45 87 469
45 88 704
45 89 912
45 90 513
45 91 307
45 92 758
45 93 404
45 94 249
45 95 560
45 96 790
45 97 513
45 98 41
45 99 500
45 100 402
46 1 472
46 2 82
46 3 484
46 4 133
46 5 251
46 6 625
46 7 509
46 8 550
46 9 376
46 10 403
46 11 302
46 12 667
46 13 111
46 14 851
46 15 110
46 16 238
46 17 28
46 18 19
46 19 406
46 20 685
46 21 75
46 22 131
46 23 87
46 24 658
46 25 668
46 26 175
46 27 879
46 28 87
46 29 734
46 30 436
46 31 637
46 32 6
46 33 948
46 34 375
46 35 222
46 36 283
46 37 625
46 38 196
46 39 175
46 40 386
46 41 388
46 42 674
46 43 485
46 44 484
46 45 396
46 47 591
46 48 573
46 49 945
46 50 897
46 51 113
46 52 645
46 53 57
46 54 444
46 55 66
46 56 573
46 57 240
46 58 363
46 59 401
46 60 158
46 61 176
46 62 166
46 63 270
46 64 613
46 65 293
46 66 244
46 67 565
46 68 820
46 69 992
46 70 508
46 71 854
46 72 268
46 73 824
46 74 674
46 75 707
46 76 59
46 77 928
46 78 660
46 79 724
46 80 577
46 81 849
46 82 637
46 83 67
46 84 528
46 85 253
46 86 703
46 87 278
46 88 5
46 89 317
46 90 421
46 91 93
46 92 307
46 93 321
46 94 185
46 95 28
46 96 955
46 97 72
46 98 181
46 99 368
46 100 365
47 1 330
47 2 132
47 3 362
47 4 754
47 5 8
47 6 419
47 7 281
47 8 547
47 9 477
47 10 101
47 11 316
47 12 758
47 13 772
47 14 555
47 15 136
47 16 118
47 17 614
47 18 23
47 19 882
47 20 28
47 21 214
47 22 35
47 23 874
47 24 932
47 25 914
47 26 112
47 27 898
47 28 399
47 29 264
47 30 86
47 31 262
47 32 882
47 33 105
47 34 269
47 35 218
47 36 343
47 37 282
47 38 755
47 39 813
47 40 991
47 41 310
47 42 293
47 43 594
47 44 52
47 45 932
47 46 439
47 48 871
47 49 432
47 50 996
47 51 883
47 52 665
47 53 201
47 54 968
47 55 676
47 56 598
47 57 850
47 58 897
47 59 771
47 60 27
47 61 683
47 62 22
47 63 985
47 64 749
47 65 82
47 66 850
47 67 845
47 68 94
47 69 528
47 70 399
47 71 937
47 72 452
47 73 886
47 74 632
47 75 227
47 76 177
47 77 478
47 78 606
47 79 421
47 80 588
47 81 253
47 82 968
47 83 504
47 84 302
47 85 284
47 86 28
47 87 476
47 88 443
47 89 575
47 90 734
47 91 336
47 92 193
47 93 175
47 94 686
47 95 745
47 96 235
47 97 775
47 98 718
47 99 983
47 100 834
48 1 444
48 2 180
48 3 941
48 4 936
48 5 63
48 6 334
48 7 613
48 8 295
